hh_id,indiv_id,sex_2004,sex_2007,sex_2011
PE031089,2,Female,Female,Female
PE031089,3,Male,-99,Male
PE031089,4,Female,Female,Female
PE031089,5,Male,Male,Male
PE031089,6,Male,Female,Female
PE031089,7,-99,Male,Male
PE031090,0,Male,Male,Male
PE031090,1,Male,Male,Male
PE031090,2,Female,Female,Female
PE031090,3,Female,-99,Female
PE031090,4,Male,Male,Male
PE031090,5,Male,Male,Male
PE031090,6,Female,Female,Female
PE031090,7,Female,Female,Female
PE031091,0,Male,Male,Male
PE031091,1,Male,Male,Male
PE031091,2,Female,Female,Female
PE031091,3,Female,-99,Female
PE031091,4,Male,Male,Male
PE031091,5,Female,Female,Female
PE031091,6,-99,Female,Female
PE031091,7,-99,-99,Female
PE031092,0,Female,Female,Female
PE031092,1,Male,Male,Male
PE031092,2,Female,Female,Female
PE031092,3,Male,Male,Male
PE031092,15,Female,Female,Female
PE031092,16,Male,Male,Male
PE031092,17,-99,Female,Female
PE031093,0,Male,Male,Male
PE031093,1,Female,Female,Female
PE031093,2,Female,Female,Female
PE031093,3,Female,Female,Female
PE031093,4,Female,-99,Male
PE031093,5,Female,-99,Female
PE031093,6,Female,-99,Female
PE031093,15,Female,-99,Female
PE031093,16,Male,Male,Male
PE031093,17,Male,Male,Male
PE031093,18,-99,-99,Female
PE031094,0,Male,Male,Male
PE031094,1,Female,-99,Female
PE031094,2,Female,-99,Female
PE031094,3,Male,-99,Male
PE031094,4,Male,-99,Male
PE031094,5,Female,-99,Female
PE031094,6,-99,Male,Male
PE031094,7,-99,Female,Female
PE031095,0,Female,Female,Female
PE031095,1,Male,Male,Male
PE031095,2,Female,Female,Female
PE031095,3,Male,Male,Male
PE031095,4,Male,Male,Male
PE031095,5,Male,Male,Male
PE031096,0,Female,Female,Female
PE031096,1,Male,Male,Male
PE031096,2,Female,Female,Female
PE031096,3,Female,Female,Female
PE031096,4,Female,Female,Female
PE031096,5,-99,Male,Male
PE031096,6,-99,Female,Female
PE031096,7,-99,Male,Male
PE031097,0,Female,Female,Female
PE031097,1,Male,Male,Male
PE031097,2,Female,Female,Female
PE031097,3,Male,Male,Male
PE031097,4,Female,Female,Female
PE031097,5,Female,Female,Female
PE031097,6,Female,Female,Female
PE031098,0,Female,Female,Female
PE031098,1,Female,Female,Female
PE031098,2,Male,Male,Male
PE031098,3,Female,Female,Female
PE031098,4,Male,-99,Male
PE031098,5,Male,Male,Male
PE031099,0,Male,Male,Male
PE031099,1,Male,-99,Male
PE031099,2,Female,Female,Female
PE031099,3,Female,-99,Female
PE031099,15,Male,-99,Male
PE031099,16,Male,-99,Male
PE031099,17,-99,Female,Female
PE031099,18,-99,Female,Female
PE031099,19,-99,Female,Female
PE031099,20,-99,Male,Male
PE031099,21,-99,Male,Male
PE031099,22,-99,-99,Male
PE031100,0,Male,Male,Male
PE031100,1,Male,Male,Male
PE031100,2,Female,Female,Female
PE031100,3,Male,-99,Male
PE031100,4,Female,-99,Female
PE031100,5,Female,Female,Female
PE031100,6,Female,-99,Female
PE031100,15,Female,Female,Female
PE031100,16,Female,Female,Female
PE031100,17,-99,-99,Male
PE031101,0,Female,Female,Female
PE031101,1,Male,Male,Male
PE031101,2,Female,Female,Female
PE031101,3,Female,Female,Female
PE031101,4,Female,-99,-99
PE031101,5,Female,-99,-99
PE041001,0,Male,Male,Male
PE041001,1,Male,Male,Male
PE041001,2,Female,Female,Female
PE041001,3,Male,Male,Male
PE041001,15,Female,Female,Female
PE041001,16,-99,-99,Female
PE041002,0,Female,Female,Female
PE041002,1,Male,Male,Male
PE041002,2,Female,Female,Female
PE041002,3,Male,Male,Male
PE041002,15,Female,Female,Female
PE041002,16,Female,Female,Female
PE041002,17,-99,Male,Male
PE041002,18,-99,-99,Female
PE041003,0,Male,Male,Male
PE041003,1,Male,Male,Male
PE041003,2,Female,Female,Female
PE041004,0,Male,Male,Male
PE041004,1,Male,Male,Male
PE041004,2,Female,Female,Female
PE041004,3,Female,Female,Female
PE041004,10,-99,-99,-99
PE041004,15,Female,Female,Female
PE041004,16,Female,Female,Female
PE041005,0,Male,Male,Male
PE041005,1,Female,Female,Female
PE041005,2,Male,-99,Male
PE041005,3,Female,-99,Female
PE041005,4,Male,Male,Male
PE041005,5,-99,-99,Male
PE041005,6,-99,-99,Female
PE041006,0,Male,Male,Male
PE041006,1,Male,Male,Male
PE041006,2,Female,Female,Female
PE041006,15,Female,Female,Female
PE041007,0,-99,Male,Male
PE041007,1,-99,-99,Male
PE041007,2,-99,Female,Female
PE041007,3,-99,-99,Male
PE041007,4,-99,-99,Female
PE041007,5,-99,-99,Male
PE041007,6,-99,-99,Male
PE041007,7,-99,-99,Female
PE041007,8,-99,-99,Male
PE041007,9,-99,-99,Female
PE041007,15,-99,-99,Female
PE041007,16,-99,Male,Male
PE041007,17,-99,Male,Male
PE041008,0,Male,Male,Male
PE041008,1,Male,Male,Male
PE041008,2,Female,Female,Female
PE041008,3,Female,Female,Female
PE041008,4,Female,Female,Female
PE041008,5,-99,-99,Male
PE041009,0,Female,Female,Female
PE041009,1,Male,Male,Male
PE041009,2,Female,Female,Female
PE041009,3,Female,-99,Female
PE041009,15,Female,-99,Female
PE041009,16,Female,Female,Female
PE041009,17,-99,Male,Male
PE041009,18,-99,Male,Male
PE041010,0,Female,Female,Female
PE041010,1,Male,Male,Male
PE041010,2,Female,Female,Female
PE041010,3,Female,-99,Female
PE041010,4,Female,-99,Female
PE041010,5,Male,-99,Male
PE041010,6,Female,Female,Female
PE041010,7,-99,-99,Female
PE041010,8,-99,-99,Male
PE041011,0,Female,Female,Female
PE041011,1,Female,Female,Female
PE041011,2,Female,Female,Female
PE041011,3,Male,-99,Male
PE041011,4,-99,Female,Female
PE041011,5,-99,Male,Male
PE041011,6,-99,Female,Female
PE041011,7,-99,Female,Female
PE041011,8,-99,-99,Male
PE041012,0,Male,Male,Male
PE041012,1,Male,Male,Male
PE041012,2,Female,Female,Female
PE041012,3,Male,-99,Male
PE041012,4,Female,-99,Female
PE041012,5,Male,-99,-99
PE041012,6,Male,-99,Male
PE041012,7,Female,-99,Female
PE041012,8,Male,-99,Male
PE041012,9,Male,-99,Male
PE041012,10,Female,Female,Female
PE041012,11,-99,Male,Male
PE041013,0,Female,Female,Female
PE041013,1,Female,Female,Female
PE041013,2,Male,Male,Male
PE041013,3,Female,Female,Female
PE041013,4,Male,-99,Male
PE041013,5,Female,Female,Female
PE041014,0,Female,Female,Female
PE041014,1,Male,Male,Male
PE041014,2,Female,Female,Female
PE041014,15,Male,Male,Male
PE041014,16,Female,Female,Female
PE041014,17,-99,Male,Male
PE041015,0,Female,Female,Female
PE041015,1,Male,Male,Male
PE041015,2,Female,Female,Female
PE041015,3,Male,-99,Male
PE041015,4,Male,Male,Male
PE041015,5,Male,Male,Male
PE041016,0,Female,Female,Female
PE041016,1,Male,Male,Male
PE041016,2,Female,Female,Female
PE041016,3,Female,-99,Female
PE041016,4,Female,Female,Female
PE041016,5,-99,Male,Male
PE041016,6,-99,-99,Female
PE041017,0,Male,Male,Male
PE041017,1,Female,Female,Female
PE041017,2,Male,-99,Male
PE041017,3,Female,-99,Female
PE041017,4,Male,-99,Male
PE041017,5,Male,-99,Male
PE041017,6,Male,-99,Male
PE041017,7,Female,-99,Female
PE041018,0,Female,Female,Female
PE041018,1,Female,Female,Female
PE041018,2,Male,Male,Male
PE041018,3,Female,Female,Female
PE041018,4,Female,-99,-99
PE041018,5,Female,-99,-99
PE041018,6,Female,Female,Female
PE041018,7,Male,Male,Male
PE041019,0,Male,Male,Male
PE041019,1,Male,Male,Male
PE041019,2,Female,Female,Female
PE041019,3,Male,-99,-99
PE041019,4,Female,-99,Female
PE041019,5,Female,Female,Female
PE041020,0,Male,Male,Male
PE041020,1,Male,Male,Male
PE041020,2,Female,Female,Female
PE041020,3,Female,Female,Female
PE041020,4,Male,Male,Male
PE041020,15,Female,Female,Female
PE041020,16,Female,Female,Female
PE041020,17,-99,-99,Male
PE041021,0,Female,Female,Female
PE041021,1,Male,Male,Male
PE041021,2,Female,Female,Female
PE041021,15,Male,Male,Male
PE041021,16,Male,Male,Male
PE041021,17,Female,Female,Female
PE041021,18,-99,Male,Male
PE041021,19,-99,-99,Female
PE041022,0,Male,Male,Male
PE041022,1,Female,Female,Female
PE041022,2,Male,Male,Male
PE041022,3,Female,Female,Female
PE041022,4,Male,Male,Male
PE041022,5,Female,-99,Female
PE041022,15,Male,Male,Male
PE041022,16,Female,-99,Female
PE041023,0,Female,Female,Female
PE041023,1,Male,-99,Male
PE041023,2,Female,Female,Female
PE041023,3,Male,-99,Male
PE041023,4,Female,-99,Male
PE041023,15,Female,Female,Female
PE041023,16,Male,-99,Male
PE041023,17,Male,Male,Male
PE041023,18,Male,Female,Female
PE041024,0,Male,Male,Male
PE041024,1,Male,Male,Male
PE041024,2,Female,Female,Female
PE041024,15,Female,Female,Female
PE041024,16,Male,Male,Male
PE041024,17,-99,Female,Female
PE041024,18,-99,-99,Male
PE041025,0,Female,Female,Female
PE041025,1,Male,Male,Male
PE041025,2,Female,Female,Female
PE041025,3,Female,Female,Female
PE041025,4,-99,Female,Female
PE041026,0,Female,Female,Female
PE041026,1,Male,Male,Male
PE041026,2,Female,Female,Female
PE041026,3,Male,-99,Male
PE041026,4,Male,-99,Male
PE041027,0,Male,Male,Male
PE041027,1,Male,Male,Male
PE041027,2,Female,Female,Female
PE041027,3,Male,Male,Male
PE041027,4,-99,Male,Male
PE041028,0,Female,Female,Female
PE041028,1,Female,Female,Female
PE041028,2,-99,Male,Male
PE041029,0,Male,Male,Male
PE041029,1,Male,Male,Male
PE041029,2,Female,Female,Female
PE041029,3,Female,-99,Female
PE041029,4,Male,-99,Male
PE041029,5,Female,Female,Female
PE041029,6,Female,Female,Female
PE041029,15,Female,Female,Female
PE041029,16,-99,-99,Female
PE041030,0,Male,Male,Male
PE041030,1,Male,Male,Male
PE041030,2,Female,Female,Female
PE041030,3,Female,Female,Female
PE041030,4,Male,Male,Male
PE041031,0,Female,Female,Female
PE041031,1,Female,Female,Female
PE041031,2,Male,Male,Male
PE041031,3,Female,Female,Female
PE041031,4,Female,-99,Female
PE041031,5,Male,Male,Male
PE041031,6,Male,Male,Male
PE041031,15,Female,Female,Female
PE041031,16,Female,Female,Female
PE041031,17,Female,Female,Female
PE041031,18,-99,Male,Male
PE041032,0,Male,Male,Male
PE041032,1,Male,Male,Male
PE041032,2,Female,Female,Female
PE041032,3,Male,-99,Male
PE041032,4,Female,Female,Female
PE041032,15,Male,Male,Male
PE041032,16,Female,Female,Female
PE041032,17,-99,Male,Male
PE041032,18,-99,-99,Female
PE041032,19,-99,-99,Male
PE041033,0,Female,Female,Female
PE041033,1,Female,Female,Female
PE041033,2,Male,-99,Male
PE041033,3,Female,-99,Female
PE041033,4,Male,-99,Female
PE041033,5,Female,-99,Female
PE041033,6,Female,-99,Female
PE041033,7,-99,Male,Male
PE041033,8,-99,Male,Male
PE041033,9,-99,Male,Male
PE041033,10,-99,Male,Male
PE041033,15,Female,-99,Female
PE041033,16,-99,-99,Male
PE041033,17,-99,-99,Male
PE041034,0,Male,Male,Male
PE041034,1,Male,Male,Male
PE041034,2,Female,Female,Female
PE041034,3,Female,-99,Female
PE041034,4,Female,-99,Female
PE041034,5,Female,-99,Female
PE041034,6,Female,-99,Female
PE041034,7,Female,Female,Female
PE041034,8,Female,Female,Female
PE041034,9,Female,Female,Female
PE041034,10,Female,Female,Female
PE041035,0,Female,Female,Female
PE041035,1,Male,Male,Male
PE041035,2,Female,Female,Female
PE041035,3,Female,-99,Female
PE041035,4,Male,Male,Male
PE041035,5,Female,Female,Female
PE041035,6,Male,-99,Male
PE041035,7,Female,Female,Female
PE041035,8,Male,-99,Male
PE041035,9,Male,-99,Male
PE041035,10,Male,-99,Male
PE041035,11,Female,-99,Female
PE041035,15,Male,Male,Male
PE041035,16,Female,Female,Female
PE041035,17,-99,Female,Female
PE041036,0,Female,Female,Female
PE041036,1,Male,Male,Male
PE041036,2,Female,Female,Female
PE041036,3,Female,-99,Female
PE041036,4,Female,-99,Female
PE041036,5,Male,Male,Male
PE041036,6,Female,Female,Female
PE041036,7,Male,Male,Male
PE041036,15,Male,Male,Male
PE041036,16,Female,-99,Female
PE041036,17,Male,-99,-99
PE041037,0,Female,Female,Female
PE041037,1,Male,Male,Male
PE041037,2,Female,Female,Female
PE041037,3,Female,Female,Female
PE041037,4,Female,-99,Female
PE041037,15,Female,Female,Female
PE041037,16,-99,-99,Male
PE041038,0,Female,Female,Female
PE041038,1,Male,Male,Male
PE041038,2,Female,Female,Female
PE041038,3,-99,-99,Female
PE041039,0,Female,Female,Female
PE041039,1,Male,Male,Male
PE041039,2,Female,Female,Female
PE041039,3,Female,Female,Female
PE041039,15,Male,Male,Male
PE041039,16,Male,Male,Male
PE041039,17,-99,Female,Female
PE041040,0,Female,Female,Female
PE041040,1,Male,Male,Male
PE041040,2,Female,Female,Female
PE041040,3,Female,-99,Female
PE041040,4,Female,-99,Female
PE041040,15,Male,Male,Male
PE041040,16,-99,-99,Male
PE041041,0,Male,Male,Male
PE041041,1,Male,Male,Male
PE041041,2,Female,Female,Female
PE041041,3,Female,-99,Female
PE041041,4,Female,Female,Female
PE041041,5,Male,Male,Male
PE041041,6,Male,Male,Male
PE041041,7,-99,Male,Male
PE041041,8,-99,Male,Male
PE041042,0,Male,Male,Male
PE041042,1,Male,Male,Male
PE041042,2,Female,Female,Female
PE041042,3,Male,Male,Male
PE041042,15,Male,Male,Male
PE041042,16,-99,Male,Male
PE041042,17,-99,-99,Female
PE041043,0,Female,Female,Female
PE041043,1,Male,Male,Male
PE041043,2,Female,Female,Female
PE041043,3,Female,Female,Female
PE041043,4,Male,Male,Male
PE041043,5,Female,Female,Female
PE041043,15,Male,Male,Male
PE041043,16,Female,-99,Female
PE041043,17,-99,Female,Female
PE041043,18,-99,Male,Male
PE041044,0,Female,Female,Female
PE041044,1,Male,Male,Male
PE041044,2,Female,Female,Female
PE041044,3,Female,-99,Female
PE041044,4,Female,-99,Female
PE041044,5,Female,Female,Female
PE041044,6,Female,Female,Female
PE041044,15,Male,Male,Male
PE041044,16,Female,Female,Female
PE041045,0,Female,Female,Female
PE041045,1,Male,Male,Male
PE041045,2,Female,Female,Female
PE041045,3,Male,Male,Male
PE041046,0,Male,Male,Male
PE041046,1,Male,Male,Male
PE041046,2,Female,Female,Female
PE041046,3,Female,Female,Female
PE041046,15,Female,Female,Female
PE041046,16,Male,Male,Male
PE041046,17,-99,-99,Male
PE041047,0,Male,Male,Male
PE041047,1,Female,Female,Female
PE041047,2,Female,Female,Female
PE041047,3,Female,Female,Female
PE041047,4,-99,Female,Female
PE041048,0,Female,Female,Female
PE041048,1,Male,Male,Male
PE041048,2,Female,Female,Female
PE041048,3,Male,-99,Male
PE041048,4,Female,-99,Female
PE041048,5,Male,-99,Male
PE041048,6,Female,-99,Female
PE041048,7,-99,Male,Male
PE041049,0,Female,Female,Female
PE041049,1,Male,Male,Male
PE041049,2,Female,Female,Female
PE041049,3,Female,-99,Female
PE041049,4,Female,-99,Female
PE041049,5,Male,-99,Male
PE041049,15,Male,Male,Male
PE041049,16,Female,Female,Female
PE041050,0,Female,Female,Female
PE041050,1,Male,Male,Male
PE041050,2,Female,Female,Female
PE041050,3,Male,-99,Male
PE041050,4,Male,Male,Male
PE041050,5,Female,-99,Female
PE041050,6,Female,Female,Female
PE041050,15,Male,Male,Male
PE041050,16,Male,Male,Male
PE041050,17,-99,-99,Female
PE041051,0,Male,Male,Male
PE041051,1,Female,Female,Female
PE041051,2,Male,Male,Male
PE041051,3,Female,Female,Female
PE041052,0,Female,Female,Female
PE041052,1,Male,Male,Male
PE041052,2,Female,Female,Female
PE041052,3,Female,Female,Female
PE041052,4,Female,Female,Female
PE041052,5,Male,Male,Male
PE041052,15,Male,Male,Male
PE041052,16,Female,Female,Female
PE041053,0,Male,Male,Male
PE041053,1,Male,Male,Male
PE041053,2,Female,Female,Female
PE041053,3,Male,Male,Male
PE041053,4,-99,-99,Female
PE041054,0,Female,Female,Female
PE041054,1,Male,Male,Male
PE041054,2,Female,Female,Female
PE041054,3,Female,-99,Female
PE041054,4,Female,Female,Female
PE041054,15,Male,Male,Male
PE041054,16,-99,-99,Female
PE041055,0,Female,Female,Female
PE041055,1,Female,Female,Female
PE041055,2,Male,Male,Male
PE041055,3,Female,Female,Female
PE041055,4,Male,Male,Male
PE041055,5,Male,-99,Male
PE041055,6,Female,-99,Female
PE041055,7,Female,Female,Female
PE041055,15,Male,Male,Male
PE041055,16,Male,Male,Male
PE041056,0,Male,Male,Male
PE041056,1,Male,Male,Male
PE041056,2,Female,Female,Female
PE041056,3,Male,Male,Male
PE041056,15,Male,Male,Male
PE041057,0,Male,Male,Male
PE041057,1,Female,-99,Female
PE041057,2,Female,-99,Female
PE041057,3,Male,-99,Male
PE041057,4,Male,-99,Male
PE041057,5,Male,-99,-99
PE041057,6,Male,-99,Male
PE041057,7,Male,-99,Male
PE041057,8,Male,-99,Male
PE041057,9,Male,-99,Male
PE041057,10,Male,-99,Male
PE041057,11,Female,-99,Female
PE041057,12,Female,-99,Female
PE041057,13,Male,-99,Male
PE041057,14,Female,-99,Female
PE041057,15,Male,-99,-99
PE041057,16,-99,Male,Male
PE041057,17,-99,Female,Female
PE041057,18,-99,-99,Male
PE041057,19,-99,-99,Female
PE041058,0,Female,-99,-99
PE041058,1,Male,-99,-99
PE041058,2,Female,-99,-99
PE041059,0,Male,Male,Male
PE041059,1,Male,Male,Male
PE041059,2,Female,Female,Female
PE041059,3,Male,Male,Male
PE041059,4,-99,-99,Female
PE041060,0,Male,Male,Male
PE041060,1,Male,Male,Male
PE041060,2,Female,Female,Female
PE041060,3,Female,Female,Female
PE041060,4,Male,Male,Male
PE041060,15,Female,Female,Female
PE041060,16,-99,Male,Male
PE041060,17,-99,-99,Female
PE041061,0,Female,Female,Female
PE041061,1,Male,Male,Male
PE041061,2,Female,Female,Female
PE041061,15,Male,Male,Male
PE041061,16,Female,Female,Female
PE041062,0,Female,Female,Female
PE041062,1,Female,Female,Female
PE041062,2,Male,Male,Male
PE041062,3,Female,Female,Female
PE041062,4,Male,-99,Male
PE041062,5,Male,-99,Male
PE041062,6,Male,Male,Male
PE041062,7,Female,Female,Female
PE041062,8,Male,-99,Male
PE041063,0,Male,Male,Male
PE041063,1,Male,Male,Male
PE041063,2,Female,Female,Female
PE041063,3,Male,Male,Male
PE041063,15,Male,Male,Male
PE041063,16,-99,Male,Male
PE041064,0,Male,Male,Male
PE041064,1,Male,Male,Male
PE041064,2,Female,Female,Female
PE041064,3,Male,Male,Male
PE041064,4,-99,Female,Female
PE041065,0,Female,Female,Female
PE041065,1,Female,Female,Female
PE041065,2,Male,-99,Male
PE041065,3,Male,-99,Male
PE041065,4,Male,-99,Male
PE041065,5,Male,Male,Male
PE041065,6,Male,-99,Male
PE041065,7,Female,Female,Female
PE041065,15,Female,Female,Female
PE041066,0,Female,Female,Female
PE041066,1,Male,Male,Male
PE041066,2,Female,Female,Female
PE041066,3,-99,Female,Female
PE041066,4,-99,-99,Female
PE041067,0,Female,Female,Female
PE041067,1,Male,Male,Male
PE041067,2,Female,Female,Female
PE041067,15,Male,Male,Male
PE041068,0,Male,Male,Male
PE041068,1,Male,Male,Male
PE041068,2,Female,Female,Female
PE041068,3,Female,Female,Female
PE041068,4,Male,Male,Male
PE041068,15,Male,Male,Male
PE041068,16,Male,Male,Male
PE041068,17,-99,-99,Female
PE041068,18,-99,-99,Female
PE041069,0,Female,Female,Female
PE041069,1,Male,Male,Male
PE041069,2,Female,Female,Female
PE041069,3,Male,-99,Male
PE041069,4,Male,-99,Male
PE041069,5,Female,-99,Female
PE041069,6,Male,Male,Male
PE041069,7,Female,Female,Female
PE041069,8,Male,Male,Male
PE041069,9,Male,Male,Male
PE041070,0,Male,Male,Male
PE041070,1,Female,Female,Female
PE041070,2,Male,-99,Male
PE041070,3,Female,-99,Female
PE041070,4,Male,Male,Male
PE041070,5,-99,-99,Female
PE041071,0,Female,Female,Female
PE041071,1,Male,Male,Male
PE041071,2,Female,Female,Female
PE041071,3,Male,-99,Male
PE041071,4,Female,-99,Female
PE041071,5,Male,Male,Male
PE041071,6,Female,Female,Female
PE041071,15,Female,Female,Female
PE041071,16,Female,Female,Female
PE041072,0,Female,Female,Female
PE041072,1,Male,-99,Male
PE041072,2,Female,-99,Female
PE041072,3,Male,-99,Male
PE041072,4,Male,-99,Male
PE041072,15,Male,-99,Male
PE041072,16,Male,Male,Male
PE041072,17,Female,Female,Female
PE041072,18,Female,-99,Female
PE041072,19,Male,Male,Male
PE041072,20,Female,-99,Female
PE041072,21,-99,Female,Male
PE041073,0,Male,Male,Male
PE041073,1,Female,Female,Female
PE041073,2,Female,Female,Female
PE041073,3,Male,-99,Male
PE041074,0,Male,Male,Male
PE041074,1,Male,Male,Male
PE041074,2,Female,Female,Female
PE041074,3,Female,-99,Female
PE041074,4,Female,-99,Female
PE041074,5,Male,Male,Male
PE041074,6,Male,Male,Male
PE041074,7,Female,Female,Female
PE041074,8,Male,Male,Male
PE041074,15,Female,Female,Female
PE041074,16,Male,Male,Male
PE041074,17,Female,-99,Female
PE041075,0,Female,Female,Female
PE041075,1,Female,Female,Female
PE041075,2,Male,-99,Male
PE041075,3,Female,-99,Female
PE041075,4,Male,-99,Male
PE041075,5,Female,Female,Female
PE041075,6,Male,Male,Male
PE041075,7,Male,Male,Male
PE041075,8,-99,Female,Female
PE041075,9,-99,Female,Male
PE041076,0,Female,Female,Female
PE041076,1,Female,Female,Female
PE041076,2,Female,-99,Female
PE041076,3,Female,Female,Female
PE041076,4,Male,Male,Male
PE041076,15,Male,Male,Male
PE041076,16,Male,Female,Female
PE041077,0,Female,Female,Female
PE041077,1,Male,Male,Male
PE041077,2,Female,Female,Female
PE041077,3,Male,Male,Male
PE041077,4,Male,-99,Male
PE041077,15,Female,Female,Female
PE041078,0,Female,Female,Female
PE041078,1,Male,Male,Male
PE041078,2,Female,Female,Female
PE041078,3,-99,-99,Male
PE041079,0,Female,Female,Female
PE041079,1,Female,Female,Female
PE041079,2,Male,-99,Male
PE041079,3,Female,-99,Female
PE041079,4,Female,-99,Female
PE041079,5,Male,-99,Male
PE041079,6,Male,Male,Male
PE041079,7,Female,Female,Female
PE041079,8,-99,-99,Female
PE041080,0,Male,Male,Male
PE041080,1,Male,Male,Male
PE041080,2,Female,Female,Female
PE041080,3,Female,-99,Female
PE041080,4,Female,Female,Female
PE041080,5,Female,Female,Female
PE041080,6,Male,Male,Male
PE041080,15,Male,Male,Male
PE041080,16,Male,Male,Male
PE041080,17,Male,-99,Male
PE041080,18,Male,Male,Male
PE041081,0,Male,Male,Male
PE041081,1,Male,Male,Male
PE041081,2,Female,Female,Female
PE041081,3,Female,Female,Female
PE041081,4,Female,Female,Female
PE041081,5,-99,-99,Male
PE041082,0,Female,Female,Female
PE041082,1,Male,Male,Male
PE041082,2,Female,Female,Female
PE041082,3,Male,Male,Male
PE041082,15,Male,Male,Male
PE041082,16,Female,Female,Female
PE041082,17,Male,Male,Male
PE041082,18,-99,-99,Female
PE041083,0,Male,Male,Male
PE041083,1,Male,Male,Male
PE041083,2,Female,Female,Female
PE041083,3,Female,Female,Female
PE041084,0,Male,Male,Male
PE041084,1,Female,Female,Female
PE041084,2,Male,-99,Male
PE041084,3,Female,-99,Female
PE041084,4,Male,-99,Male
PE041084,5,Female,-99,Female
PE041084,15,Male,-99,Male
PE041084,16,Female,-99,Female
PE041085,0,Female,Female,Female
PE041085,1,Male,Male,Male
PE041085,2,Female,Female,Female
PE041085,15,Male,Male,Male
PE041085,16,Male,Male,Male
PE041085,17,-99,-99,Female
PE041086,0,Male,Male,Male
PE041086,1,Male,Male,Male
PE041086,2,Female,Female,Female
PE041086,3,Female,-99,Female
PE041086,4,Male,-99,Male
PE041086,5,Female,-99,Female
PE041086,6,Male,Male,Male
PE041086,7,Male,Male,Male
PE041086,8,Male,Male,Male
PE041086,15,Female,Female,Female
PE041087,0,Male,Male,Male
PE041087,1,Female,Female,Female
PE041087,2,Male,-99,Male
PE041087,3,Female,-99,Female
PE041087,4,Male,-99,Male
PE041087,5,Female,Female,Female
PE041087,6,-99,-99,Male
PE041088,0,Female,Female,Female
PE041088,1,Female,-99,Female
PE041088,2,Male,Male,Male
PE041088,3,Female,Female,Female
PE041088,4,Male,Male,Male
PE041088,5,Male,Male,Male
PE041088,6,Male,Male,Male
PE041088,7,Female,-99,Female
PE041088,15,Male,Male,Male
PE041088,16,-99,Female,Female
PE041089,0,Female,Female,Female
PE041089,1,Male,Male,Male
PE041089,2,Female,Female,Female
PE041089,3,Male,Male,Male
PE041089,4,Male,Male,Male
PE041089,5,Female,Female,Female
PE041089,15,Female,Female,Female
PE041089,16,Male,Male,Male
PE041090,0,Female,Female,Female
PE041090,1,Male,Male,Male
PE041090,2,Female,Female,Female
PE041090,15,Female,Female,Female
PE041090,16,Female,Female,Female
PE041091,0,Female,Female,Female
PE041091,1,Female,-99,Female
PE041091,2,Male,Male,Male
PE041091,3,Female,Female,Female
PE041091,4,Female,-99,Female
PE041091,5,Male,Male,Male
PE041092,0,Male,Male,Male
PE041092,1,Male,Male,Male
PE041092,2,Female,Female,Female
PE041092,15,Female,Female,Female
PE041092,16,Male,Male,Male
PE041092,17,-99,Female,Female
PE041093,0,Male,Male,Male
PE041093,1,Female,Female,Female
PE041093,2,Male,-99,Male
PE041093,3,Female,-99,Female
PE041093,4,Male,-99,Male
PE041093,5,Female,-99,Female
PE041093,6,Female,-99,Female
PE041093,7,-99,Male,Male
PE041093,8,-99,Female,Female
PE041093,9,-99,Male,Male
PE041093,10,-99,Male,Male
PE041094,0,Female,Female,Female
PE041094,1,Male,-99,Male
PE041094,2,Female,Female,Female
PE041094,15,Female,Female,Female
PE041094,16,Female,-99,Female
PE041094,17,Male,-99,Male
PE041094,18,-99,Female,Female
PE041094,19,-99,Female,Female
PE041094,20,-99,-99,Male
PE041094,21,-99,-99,Male
PE041094,22,-99,-99,Male
PE041095,1,-99,-99,-99
PE041095,2,-99,-99,-99
PE041095,3,-99,-99,-99
PE041095,4,-99,-99,-99
PE041095,5,-99,-99,-99
PE041095,15,-99,-99,-99
PE041096,0,Female,Female,Female
PE041096,1,Male,Male,Male
PE041096,2,Female,Female,Female
PE041096,15,Female,Female,Female
PE041096,16,Female,Female,Female
PE041096,17,Male,Male,Male
PE041097,0,Female,Female,Female
PE041097,1,Female,Female,Female
PE041097,15,Male,Male,Male
PE041097,16,Male,Male,Male
PE041097,17,Female,Female,Female
PE041097,18,-99,Male,Male
PE041097,19,-99,Female,Female
PE041097,20,-99,-99,Male
PE041098,0,Male,Male,Male
PE041098,1,Male,Male,Male
PE041098,2,Female,Female,Female
PE041098,3,Female,Female,Female
PE041098,4,Female,Female,Female
PE041098,5,Female,Female,Female
PE041098,15,Female,Female,Female
PE041098,16,-99,Female,Female
PE041099,0,Female,Female,Female
PE041099,1,Female,Female,Female
PE041099,2,Male,-99,Male
PE041099,3,Female,-99,Female
PE041099,4,Male,-99,Male
PE041099,5,Male,-99,Male
PE041099,6,Female,-99,Female
PE041099,7,Male,-99,Male
PE041099,15,Female,-99,Female
PE041099,16,Male,-99,Male
PE041099,17,Female,-99,Female
PE041099,18,Male,-99,Male
PE041099,19,Female,-99,Female
PE041099,20,-99,Male,Male
PE041099,21,-99,Female,Female
PE041099,22,-99,-99,Male
PE041100,0,Female,Female,Female
PE041100,1,Male,Male,Male
PE041100,2,Female,Female,Female
PE041100,3,Male,-99,Male
PE041100,4,Female,-99,Female
PE041100,5,Female,-99,Female
PE041100,6,Female,-99,Female
PE041100,15,Female,-99,Female
